Landing Page,Impressions,Url Clicks,URL CTR,title,subtitle,date_published,date_updated
https://www.israelhayom.co.il/business/article/16614520,668040,54258,0.08121968744,"פורסמה התוכנית הכלכלית לשנת 2025: יוקפאו קצבאות, שכר מינימום ונקודות זיכוי",לציבור הוקצו חמישה ימים על מנת להגיב לסעיפים השונים • דמי הביטוח הלאומי והבריאות יעלו למי שאינו עובד,2024-10-14T16:48:54.000Z,2024-10-14T16:53:22.000Z
https://www.israelhayom.co.il/business/article/16043761,809466,75282,0.09300205321,איקאה סייל: אלו המוצרים שנמכרים בהנחה של 70% ויותר,אל תישארו בבית: משולחנות ועד מראות - ההסתעורת על סניפי איקאה כבר בעיצומה,2024-07-08T12:01:03.000Z,2024-07-08T20:18:16.000Z
https://www.israelhayom.co.il/business/article/16544533,661384,82679,0.1250090719,נגיעות חרקים: ריקול למוצר שיש כמעט בכל בית בישראל,"חברת שטראוס קוראת להחזרת שיבולת השועל הפופולרית שמשווקת על ידה • במוצר של חברת QUAKER מתוצרת ארה""ב, להכנה מהירה ללא גלוטן,  נמצאו נגיעות של חרקים • צרכנים מתבקשים שלא לצרוך אותו והחברה פועלת לאיסוף המוצרים מהמדפים",2024-10-01T11:06:11.000Z,2024-10-01T11:06:11.000Z
https://www.israelhayom.co.il/business/article/16145763,758285,64013,0.08441812775,החל מ-1 באוגוסט: מחיר הדלק צפוי לרדת באופן משמעותי,"בעקבות התחזקות השקל וירידה במחירי הנפט בעולם, מחיר הדלק צפוי להיות מוזל בכ-16-17 אגורות לליטר • התעריף הרשמי יתפרסם על ידי משרד האנרגיה ביום שלישי הקרוב",2024-07-26T07:30:43.000Z,2024-07-26T09:00:04.000Z
https://www.israelhayom.co.il/business/consumers/article/17067854,696059,53011,0.0761587739,רגע לפני עליית המחירים: אאוטלט חדש ימכור פירות וירקות במחירי סיטונאות,"רשת ""נוי השדה"" מרחיבה את הפעילות שלה ומוסיפה אאוטלט חדש בכפר סבא • ""המטרה היא להחזיר את הכבוד לחקלאות הישראלית ולהציע לצרכנים תוצרת טרייה""",2024-12-31T18:30:10.000Z,2025-01-01T11:17:14.000Z
https://www.israelhayom.co.il/business/consumers/article/16396516,622504,57512,0.09238816136,"חושבים בגדול: המותג ""JUMBO יוון"" פתח סניף שני בישראל","אל החנות הענקית באילת מצטרף סניף נוסף בחוצות המפרץ אאוטלט בחיפה • החנות משתרעת על פני שטח של כ-10,000 מ""ר בשתי קומות מסחר גדולות מאוד • בימים אלו נמצאות בבנייה עוד כארבע חנויות של המותג,  במתחם"" איקאה"" באר שבע, ""סטאר סנטר"" אשדוד, מזרח נתניה ונווה ימין כפר סבא",2024-09-06T07:09:50.000Z,2024-09-06T07:28:42.000Z
https://www.israelhayom.co.il/business/consumers/article/17266216,488537,23963,0.04905053251,עמוס בפיסטוק ושערות קדאיף: שוקולד דובאי חדש על המדף,"גרסה חדשה של החטיף הנחשק יוצר לשופרסל - אבל מה לגבי המחיר שלו? • וגם: בית האופנה הישראלי עם סדרת בשמים חדשה, גלוס מנפח שפתיים שעקצץ יותר מדי, שואב אבק משודרג לשערות בעלי חיים ועוד • מדי שבוע נוחתים מוצרים חדשים על המדפים, ואנחנו בודקים אותם וחוזרים לדווח עליהם",2025-01-31T07:09:36.000Z,2025-01-31T08:47:18.000Z
https://www.israelhayom.co.il/business/article/17356237,651803,77331,0.1186416755,"בעקבות ה""תקלה"" בכרטיסי האשראי הבנקים החלו לטעון כספומטים במזומנים","התקלה בשב""א הולכת ונפתרת לאיטה אולם בבנקים מדווחים על הוראה חריגה של המערכים הרלוונטים - לטעון כספומטים במזומנים; התקלה התרחבה כך שלקוחות של הבנקים יכולים למשוך כסף רק בכספומטים של הבנק שלהם",2025-02-13T10:08:43.000Z,2025-02-13T11:08:42.000Z
https://www.israelhayom.co.il/business/article/16231176,621291,44816,0.07213367005,משרד הבריאות מודיע: עצירת ייבוא פירות וירקות מירדן,הודעה זו בעקבות תוצאות חיוביות לכולרה ממי נחל הירמוך המיובאים מירדן שעיקרם הוא מלפפון ועגבנייה • ההערכה היא כי ירקות אלה יתייקרו באופן משמועתי • חשוב לציין כי במדינת ישראל לא קיימת הימצאות של החיידק,2024-08-09T11:15:40.000Z,2024-08-09T16:05:37.000Z
https://www.israelhayom.co.il/business/article/16976099,638179,50983,0.07988824452,"תוכנית הענק במרכז אושרה: ""רגע היסטורי, העיר תגדל בכ-300 אלף תושבים""","הוועדה המקומית של בת-ים אישרה תוכנית אשר תגרום לצמיחה של עד כ- 270-300 אלף תושבים שתכפיל את העיר הנוכחית • הקיבולת הסופית של התוכנית הינה עד כ-110,000 יחידות דיור • ראש העיר צביקה ברוט: ""מדובר ברגע היסטורי עבור העיר ובבשורה אמיתית לתושבים""",2024-12-16T12:58:15.000Z,2024-12-16T12:59:36.000Z
https://www.israelhayom.co.il/business/article/16495112,410733,47895,0.1166085997,סוף לשטר ה-200 שקלים? בנק ישראל מגיב לראשונה,"במסגרת התכנית למלחמה בהון השחור, מתוכנן לצמצם בהדרגה את השימוש במזומן עד לביטולו • ""הסמכות לביטול שטרות על פי חוק הינה של הנגיד, עד כה לא הוצג צידוק מקצועי מבוסס דיו לביטול שטר כזה או אחר"", נמסר מבנק ישראל • באוצר ממליצים לבטל את השטרות ולהקשות בכך על מעלימי המס",2024-09-23T14:51:38.000Z,2024-09-23T14:51:38.000Z
https://www.israelhayom.co.il/business/consumers/article/15128219,448043,51434,0.1147970173,שופרסל מודיעה על ריקול של מוצר החלב האהוב,החברה הודיעה על הורדת מוצרי כדורי המוצרלה וכדורי הבייבי מוצרלה של המותג הפרטי • לדבריהם משרד הבריאות עודכן ויתר מוצרי המותג בטוחים לשימוש,2024-01-19T10:29:18.000Z,2024-01-21T15:44:44.000Z
https://www.israelhayom.co.il/business/article/16529767,400714,38366,0.09574409679,בשורה לכיס: מחיר הדלק החדש,"המחיר המעודכן של ליטר בנזין 95 אוקטן נטול עופרת לצרכן בתחנה בשירות עצמי לא יעלה על 7.16 ש""ח לליטר - ירידה של 13 אגורות מהעדכון הקודם",2024-09-29T10:32:51.000Z,2024-11-24T06:02:46.000Z
https://www.israelhayom.co.il/business/article/15597418,429779,32231,0.07499435757,משרד הכלכלה ממליץ: אלו המצרכים שיש להצטייד בהם לשהייה במרחבים מוגנים,"בין המוצרים הנדרשים: טרנזיסטור הפועל על סוללות ומאכלים יבשים שאינם מצריכים בישול • במקביל, המשרד יקיים השבוע כנס להגברת מוכנות התעשייה למערכה הצפונית",2024-04-14T07:45:14.000Z,2024-04-15T08:09:44.000Z
https://www.israelhayom.co.il/business/article/15991861,426587,29983,0.07028577992,משרד העבודה: לאילו מקצועות יהיה ביקוש גבוה בעתיד ומי צריך לחשוש?,"מבינה מלאכותית ועד אנרגיה ירוקה: אלו המקצועות המבוקשים בעתיד • שר העבודה: ""לזהות את המגמות המתפתחות בקצב שיא""",2024-06-29T17:39:57.000Z,2024-06-30T06:43:19.000Z
https://www.israelhayom.co.il/business/consumers/article/16002076,383548,31636,0.08248250545,איקאה משיקה את מבצע הקיץ הגדול: הנחות של עד 70% על אלפי פריטים,"המכירה תתקיים בין 3 ל-29 ביולי בכל חנויות הרשת • הנחות על ריהוט, כלי בית, טקסטיל ומוצרי מזון • מבצעים מיוחדים גם במסעדות החנות",2024-07-01T10:51:56.000Z,2024-07-01T10:59:43.000Z
https://www.israelhayom.co.il/business/article/17339079,352644,34947,0.09909994215,המדינות החזקות בעולם לשנת 2025: באיזה מקום נמצאת ישראל?,"""פורבס"" פירסם את רשימת המעצמות ששולטות בעולם תוך שקלול כוח צבאי, כלכלי וטכנולוגי • ארה""ב, סין ורוסיה בראש, ולאיזה מקום הגיעה ישראל?",2025-02-11T07:28:36.000Z,2025-02-11T13:14:22.000Z
https://www.israelhayom.co.il/business/consumers/article/15831245,358980,18964,0.05282745557,"חגיגה של עוגה: 10 עוגות הגבינה הזוכות במבחן הטעימה של ""ישראל היום""","מדי שנה מתווספות עוגות גבינה חדשות לשוק המתעורר לחיים לקראת חג השבועות, עם מילויים, בצקים וציפויים מיוחדים - והבחירה במנצחת קשה במיוחד • לפניכם עשר העוגות מתוך המגוון שניסינו בטעימה עיוורת - וקיבלו את הציונים הכי גבוהים",2024-05-30T09:33:58.000Z,2024-05-30T09:37:58.000Z
https://www.israelhayom.co.il/business/article/15816199,387692,30561,0.07882803875,קצת בשורות: צפי להוזלה משמעותית במחירי הדלק,הסיבה: התחזקות השקל וירידה במחיר הנפט • החודש עלה המחיר ל-7.90 שקלים לליטר - שיא של כמעט שנתיים,2024-05-27T07:18:10.000Z,2025-02-04T14:45:14.000Z
https://www.israelhayom.co.il/business/article/15430934,351700,37948,0.1078987774,"הביטוח הלאומי הודיע: לא נהיה מסוגלים לשלם לציבור את הכסף, נפשוט רגל בשנת 2036","בדו""ח שהוצג בוועדת הכספים מתקבלת תמונה מדאיגה: שמונה שנים מוקדם מהצפוי, למוסד לא יתאפשר לשלם את מלוא הזכויות, על פי חוק, לציבור • הסיבה - העלייה בתשלומי סיעוד ונכות בעקבות הרפורמות בשני התחומים שלא ניתן להם כיסוי",2024-03-15T17:05:47.000Z,2024-03-16T18:05:14.000Z
https://www.israelhayom.co.il/business/article/16886910,318846,16250,0.05096504269,ללא הגשת קבלות: כך יתבצע מהיום זיכוי מס בגין תרומה לעמותה,"המבקשים לממש את זכאותם לזיכוי במס בגין התרומה, יוכלו לעשות זאת מעתה באמצעות רישום למערכת הדיגיטלית שתאפשר תיאום מקוון",2024-12-02T08:58:26.000Z,2024-12-02T08:59:55.000Z
https://www.israelhayom.co.il/business/article/14935385,317655,39120,0.1231524767,"איפה נמכרה דירת 5 חדרים עם מרפסת, חניה וממ""ד ב־1.3 מיליון שקלים?","שוק הנדל""ן נכנס לקיפאון בתקופת המלחמה, מספר העסקאות ירד דרמטית וגם המחירים בינתיים יורדים - מדי שבוע נציג לכם כאן עסקאות מעניינות",2023-12-11T13:52:36.000Z,2023-12-12T06:10:58.000Z
https://www.israelhayom.co.il/business/article/17147774,342741,39805,0.1161372582,אושר: דמי הביטוח הלאומי יועלו - כך יושפעו המשכורות של כולנו,"קצבאות הילדים ו""חיסכון לכל ילד"" יוקפאו השנה • העובדים יישאו ב-40% מעלות התוספת ואילו המעסיקים בשאר",2025-01-13T21:56:28.000Z,2025-01-13T22:00:00.000Z
